"","name","area","value","footnote_codes","state","county","cbsa","rpp.in.100.dollars","ratio"
"2886","Virginia","5100000",18.36,NA,51,51119,NA,112.8668172,6.14743013071895
"2887","Virginia","5100000",18.36,NA,51,51099,NA,112.8668172,6.14743013071895
"2888","Virginia","5100000",18.36,NA,51,51640,NA,112.8668172,6.14743013071895
"2889","Virginia","5100000",18.36,NA,51,51077,NA,112.8668172,6.14743013071895
"2890","Virginia","5100000",18.36,NA,51,51105,NA,112.8668172,6.14743013071895
"2891","Virginia","5100000",18.36,NA,51,51025,NA,112.8668172,6.14743013071895
"2892","Virginia","5100000",18.36,NA,51,51580,NA,112.8668172,6.14743013071895
"2893","Virginia","5100000",18.36,NA,51,51111,NA,112.8668172,6.14743013071895
"2894","Virginia","5100000",18.36,NA,51,51143,19260,112.8668172,6.14743013071895
"2895","Virginia","5100000",18.36,NA,51,51089,32300,112.8668172,6.14743013071895
"2896","Virginia","5100000",18.36,NA,51,51720,13720,112.8668172,6.14743013071895
"2897","Virginia","5100000",18.36,NA,51,51091,NA,112.8668172,6.14743013071895
"2898","Virginia","5100000",18.36,NA,51,51185,14140,112.8668172,6.14743013071895
"2899","Virginia","5100000",18.36,NA,51,51133,NA,112.8668172,6.14743013071895
"2900","Virginia","5100000",18.36,NA,51,51131,NA,112.8668172,6.14743013071895
"2901","Virginia","5100000",18.36,NA,51,51181,NA,112.8668172,6.14743013071895
"2902","Virginia","5100000",18.36,NA,51,51017,NA,112.8668172,6.14743013071895
"2903","Virginia","5100000",18.36,NA,51,51163,NA,112.8668172,6.14743013071895
"2904","Virginia","5100000",18.36,NA,51,51137,NA,112.8668172,6.14743013071895
"2905","Virginia","5100000",18.36,NA,51,51195,13720,112.8668172,6.14743013071895
"2906","Virginia","5100000",18.36,NA,51,51081,NA,112.8668172,6.14743013071895
"2907","Virginia","5100000",18.36,NA,51,51109,NA,112.8668172,6.14743013071895
"2908","Virginia","5100000",18.36,NA,51,51175,NA,112.8668172,6.14743013071895
"2909","Virginia","5100000",18.36,NA,51,51678,NA,112.8668172,6.14743013071895
"2910","Virginia","5100000",18.36,NA,51,51035,NA,112.8668172,6.14743013071895
"2911","Virginia","5100000",18.36,NA,51,51037,NA,112.8668172,6.14743013071895
"2912","Virginia","5100000",18.36,NA,51,51159,NA,112.8668172,6.14743013071895
"2913","Virginia","5100000",18.36,NA,51,51097,NA,112.8668172,6.14743013071895
"2914","Virginia","5100000",18.36,NA,51,51021,NA,112.8668172,6.14743013071895
"2915","Virginia","5100000",18.36,NA,51,51173,NA,112.8668172,6.14743013071895
"2916","Virginia","5100000",18.36,NA,51,51117,NA,112.8668172,6.14743013071895
"2917","Virginia","5100000",18.36,NA,51,51193,NA,112.8668172,6.14743013071895
"2918","Virginia","5100000",18.36,NA,51,51530,NA,112.8668172,6.14743013071895
"2919","Virginia","5100000",18.36,NA,51,51005,NA,112.8668172,6.14743013071895
"2920","Virginia","5100000",18.36,NA,51,51147,NA,112.8668172,6.14743013071895
"2921","Virginia","5100000",18.36,NA,51,51690,32300,112.8668172,6.14743013071895
"340","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,37,37159,16740,107.0663812,6.16386765687968
"341","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,45,45091,16740,107.0663812,6.16386765687968
"342","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,37,37109,16740,107.0663812,6.16386765687968
"343","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,45,45023,16740,107.0663812,6.16386765687968
"344","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,37,37097,16740,107.0663812,6.16386765687968
"345","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,37,37025,16740,107.0663812,6.16386765687968
"346","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,37,37179,16740,107.0663812,6.16386765687968
"347","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,37,37071,16740,107.0663812,6.16386765687968
"348","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,37,37119,16740,107.0663812,6.16386765687968
"349","Charlotte-Concord-Gastonia, NC-SC","0016740",17.37,NA,45,45057,16740,107.0663812,6.16386765687968
"377","Chico, CA","0017020",16.18,NA,6,6007,17020,99.8003992,6.1681334487021
"561","Eugene, OR","0021660",16.47,NA,41,41039,21660,101.6260163,6.17037136004857
"1491","Minnesota","2700000",18.69,NA,27,27151,NA,115.4734411,6.17835425896201
"1492","Minnesota","2700000",18.69,NA,27,27067,48820,115.4734411,6.17835425896201
"1493","Minnesota","2700000",18.69,NA,27,27097,NA,115.4734411,6.17835425896201
"1494","Minnesota","2700000",18.69,NA,27,27167,47420,115.4734411,6.17835425896201
"1495","Minnesota","2700000",18.69,NA,27,27061,NA,115.4734411,6.17835425896201
"1496","Minnesota","2700000",18.69,NA,27,27117,NA,115.4734411,6.17835425896201
"1497","Minnesota","2700000",18.69,NA,27,27057,NA,115.4734411,6.17835425896201
"1498","Minnesota","2700000",18.69,NA,27,27073,NA,115.4734411,6.17835425896201
"1499","Minnesota","2700000",18.69,NA,27,27173,NA,115.4734411,6.17835425896201
"1500","Minnesota","2700000",18.69,NA,27,27169,49100,115.4734411,6.17835425896201
"1501","Minnesota","2700000",18.69,NA,27,27155,NA,115.4734411,6.17835425896201
"1502","Minnesota","2700000",18.69,NA,27,27011,NA,115.4734411,6.17835425896201
"1503","Minnesota","2700000",18.69,NA,27,27147,36940,115.4734411,6.17835425896201
"1504","Minnesota","2700000",18.69,NA,27,27031,NA,115.4734411,6.17835425896201
"1505","Minnesota","2700000",18.69,NA,27,27111,22260,115.4734411,6.17835425896201
"1506","Minnesota","2700000",18.69,NA,27,27075,NA,115.4734411,6.17835425896201
"1507","Minnesota","2700000",18.69,NA,27,27033,NA,115.4734411,6.17835425896201
"1508","Minnesota","2700000",18.69,NA,27,27015,35580,115.4734411,6.17835425896201
"1509","Minnesota","2700000",18.69,NA,27,27077,NA,115.4734411,6.17835425896201
"1510","Minnesota","2700000",18.69,NA,27,27035,14660,115.4734411,6.17835425896201
